mass,distanceX,distanceY,distanceZ,velocityX,velocityY,velocityZ
2e+30,1295791.4492787223,-474013.4349182663,870793.4735021499,0.034228299365499364,-0.19750050427725502,0.361171277222463
2.537355799124368e+24,19401899763.03155,-1973195572663.3289,-382984758533.5894,8149.140792555687,69.43488343710113,-113.76436892183597
6.067257288202712e+24,-2566384321293.4985,-1792253285840.4492,819082755664.7773,3670.5852630638074,-5269.033999704668,-649.3330386125064
3.633436116275146e+24,-74437370207.61856,-84998593254.50465,847055121488.7759,-7013.0431296763045,-10223.013866897185,-1523.1628207497854
9.664306287521444e+24,29340462851.92701,383218622257.58954,4678367662914.758,-5225.340951522391,1063.4155792167153,-32.58350501617929
6.476626542667303e+24,280981945301.0089,152511945216.5873,-567412438166.627,-2491.774314525534,13763.409403371139,3780.4951767390016
4.569488443087951e+24,-2210371880068.7935,2005295765333.38,-2800059010982.8247,-3872.52547569891,-4200.185062511655,-396.79453495418426
2.050913345070384e+22,3401999510456.132,-777549885302.7238,2792042160183.1772,1246.953919951794,5321.406910918438,114.86373065694491
6.206147635812672e+24,132305410279.95714,-45265457827.999435,-14519361047.927925,8881.528553627099,28470.61457520575,-7711.289717508799
6.75111616866796e+24,-522197318430.69006,770777769638.0028,673165922605.8354,-9113.285800652322,-5707.907294254733,-1040.0545263706993
9.37682537522614e+24,-95321335758.44066,9080197579.801708,-81015884156.22981,17273.13717617691,-16726.295480344237,-21911.737784463545
4.05572368245174e+24,-725566259134.3157,-3801762776612.0415,29971942163.576283,5768.536247941358,-1100.7789386777238,-532.708611971744
2.486486397605221e+24,2637982589582.175,1613754739510.929,-3312087014347.6016,-2792.2674427948537,4652.030352949281,473.50391496248244
7.782338080938111e+24,-1321570875730.024,-2603289333693.127,-868214221479.0364,5897.54217940069,-3006.005734774158,214.14467030808024
5.634957923761754e+23,-2151738422368.0928,-2889924518022.968,-2827883478812.534,4313.726293522073,-3246.3048010691264,-79.07725718297765
8.563448596704389e+24,-87450892617.73343,-31749884955.517387,-54328196070.44386,14379.713589987196,-31834.355996040264,-4145.973945761944
3.6077066734418273e+24,225185029402.65652,169221483859.43115,486388575634.4664,-3685.920897600068,14737.889079065184,-1957.4240839938175
6.704654734065987e+23,-3110353336739.603,-2616449812291.765,1899488169498.9568,3502.939360212198,-4182.316649572262,361.75998904922153
5.479347883744918e+24,2894833556009.3403,3713152748500.5454,-1616089212599.8123,-4080.167802378691,3187.694124622832,423.03024820283093
2.710413742669193e+24,1245598316211.3518,1036184273311.3975,-391055040355.8473,-5702.513639989195,6892.925317534931,547.524817338263
5.2550837477826e+24,-2021748306855.5962,878476933061.3491,829835030484.4121,-3024.807161103231,-6889.770747977916,-713.3270023212832
1.569223844455534e+24,-627547241464.9307,-4025987360107.0815,1547562735111.0693,5467.612221185481,-860.7584404293461,450.71627375040396
1.2031147921774813e+24,-826938825095.9744,-828795618199.1133,-3055531708004.0913,4320.858793000724,-4696.890554592038,623.3405654171372
4.813047195159159e+24,-1547915316288.946,334570531586.08685,1643062609065.5098,-1783.2282262527594,-7435.362262152178,-181.27485063389193
1.0541970902711949e+24,-71373639149.65166,-821888437269.4668,2697432526709.2266,6799.857697751272,-1064.9768996916919,339.3048366352073
7.688203669047413e+24,-907551315191.9493,1608280145185.7908,-1254235731711.414,-6783.841869401051,-3722.7616037072657,-611.6322846254964
