mass,distanceX,distanceY,distanceZ,velocityX,velocityY,velocityZ
2e+30,1093377.4075539224,921060.4057014496,1826105.596181136,-0.03640465340989725,0.33808888967806333,-0.054882196722369214
1.6918378996577443e+24,330109810089.9992,-251562434830.32718,-404171744763.70703,10876.30502688401,10200.084047841816,3189.3095641104546
9.42800162615671e+24,-1464881341544.2378,1588171385678.144,909661129880.1462,-5570.857984827011,-5089.970687252263,13.089581624594594
5.275928698377871e+24,-55399632803.15823,158421954045.5594,-364264717328.41925,-10791.257363093975,12912.591712333577,6841.255779074024
6.958369136320864e+24,357073662884.1363,-1106690280913.1501,11366838893.320223,10196.24918201514,3289.995814038772,307.8244955246126
5.544868133153067e+24,2261176688440.6714,-824649812644.5444,2282489380666.3022,2240.72945451183,5936.283047757346,236.57026904569096
1.6597301366429184e+24,526972250490.10846,-188545940923.34186,-1902483146024.313,3680.0121581749554,7327.102861457294,282.28080150481316
7.670037736993236e+24,187049972921.30817,14230280542.328743,170860343627.88647,14046.443030007735,7953.863138477018,-16553.488328749892
1.6482138542386693e+24,141271214860.799,-104127885812.7296,946031519351.1836,11138.213218764615,3524.3389590809916,-1767.0620769735203
3.209427905842522e+24,239905793662.32547,525947462575.93036,-2351177272300.6475,-6373.677471424471,3796.171481791444,488.42644813401836
4.122508113176912e+24,-2680512519463.9336,1124776679794.498,-3833477567248.728,-2087.651441232842,-4834.38955845416,394.76669605633185
4.352567502585977e+23,324468337098.02435,-131639554795.57498,1003057854888.0138,6762.660540934056,8934.451682510158,-84.7553704049618
6.149083722902718e+24,329602839859.4978,281608841497.5486,-804610546644.6837,-5860.159426306169,10493.525520001172,1251.161331992818
9.627709625105536e+23,-101977765065.03125,-3606016982100.112,3333470114580.222,5211.439868293785,-178.5798918676114,424.9462452352243
7.060822555134816e+23,1115445318516.971,1927780486782.4155,-431964255576.9039,-6635.9368414929895,3849.428898570402,-378.7106878317316
3.0080386550523085e+23,-1455106295735.8,396789456780.41064,-2293767802970.33,-2027.3541528723956,-6665.734968942088,623.9800742660823
2.5559730598539787e+24,-8762734713.129375,241449423950.3418,935470587091.5776,-10806.025287309152,4456.008813127312,-1224.4183173932852
9.27097842299348e+24,-619332764316.9695,-214558455410.98633,-2094310471417.8672,1819.3329611463378,-7570.436556611895,871.8213838053413
3.748390935024492e+24,-71689844398.33943,-502249235259.41095,-3693498472995.0312,5800.613420999958,-1457.2450706914237,397.261416361028
7.076116617568588e+24,-56453978756.48477,-171700416177.05502,-315893159728.5683,3645.933365764902,-16683.93855661321,8921.173937640026
2.320308939909121e+24,4506138177697.888,-290337275846.5014,-1927784757405.7969,343.4933528387921,5202.123920397169,398.389064972144
9.148034723796196e+23,2108336519758.2842,-2999703441817.7095,-1210457827065.1392,4815.124998158911,3374.202052114858,36.44913172707217
8.169650236390103e+24,3526707675510.6196,-490678725281.17303,-1864793889137.4585,811.9808388063316,5705.50025003836,-51.78934413429891
9.77823980312751e+22,-892046334552.6935,-528592734100.28644,70760209991.95831,5772.9501567563175,-9752.039518740574,-109.18735496780977
3.705431992710404e+24,-1060717681493.2749,-713351851932.0138,-231772753785.4723,5639.253770669184,-8425.950219043712,-358.75840160387907
2.3466322464148142e+24,-580923416539.9604,922680248506.4076,4072930627938.8154,-4887.834917514538,-2789.145868262246,170.5774701005664
8.367001320589094e+24,-809761314625.5054,-644977919983.5431,590371843613.9199,6400.4139262161525,-8419.606052505182,-368.28944899904684
9.963094347991137e+24,-3462254306509.3105,-1139412622732.0679,2614699207283.775,1681.9359048836664,-5190.477479506288,353.99104063987255
7.054746977211597e+24,-1965339034657.74,-2489957779059.5425,1999990943699.7898,4663.749098220232,-3717.6442642761667,-549.9589285091396
8.75029544949709e+24,643242430507.6766,1786795521060.2366,1200129843737.3855,-7219.594534122353,2684.370335286364,-716.8915323429047
1.9800723723373103e+24,227936308849.76212,-439745846239.178,-3473101791828.4014,5754.631286761881,2219.526128347386,76.65729186862136
4.4397038500419734e+24,252455054490.6815,102414800068.83427,204711322565.27026,-1910.7804442604358,18290.89891478122,-7873.653548670599
1.0262406847802117e+24,212627306573.42517,-1243448741573.0264,-902611963797.266,9163.420514192947,1356.040175440614,856.7546478228862
6.423805845269661e+24,-252348870252.21362,-930776423185.4742,-3462247940434.1934,5792.384993707732,-1904.0400585534444,-404.57016898713766
5.501659825792205e+24,-42857455012.84167,-255328835400.52872,1600124624073.8452,8056.064408243553,-4195.344358218687,332.21361746157703
3.6824498163535245e+24,792491859998.0703,-2202421463648.744,-3893530688533.284,5127.770890259274,1756.9722598527617,42.408845186995165
4.815542337240496e+24,2058165462133.7593,-2314138308259.404,-874673680418.1456,4818.169243167584,4273.43528911272,79.20441677775823
7.612359360620873e+24,622746188787.443,686201726022.9056,-962547318970.6624,-7034.51530978737,7063.7735386166905,1083.575008088358
5.476782468312233e+24,398661285014.7874,154847336512.26193,-4199718889498.072,-1407.4531054310603,5440.392023756561,628.9477612621354
4.2178621969233787e+24,392074326151.81506,-591566968316.0284,323181489947.2169,11081.438292949097,6893.636274305462,-1035.7630544118485
3.1596651168810974e+24,-35053569383.73187,94965579143.47186,-1216702332157.1821,-6952.181055735725,7817.750315584707,-145.9626268905534
9.027939363158996e+24,32370110385.88388,114319684229.39194,1438387568248.3752,-4451.221378638056,8518.954775620108,-177.68910355095022
9.264223114652549e+24,57357733624.75272,-513773071566.45465,2069838774983.0137,7913.688607063519,-150.7935252377642,313.7382376604094
8.98756364335748e+24,1044276619332.8606,3340278033489.554,-2728035507958.815,-5226.715945634283,1664.6139850928384,-193.4933151165199
5.548932099367955e+24,1306277070420.2368,-1806192739202.4595,-515850822980.8332,6195.167947906758,4465.8138895064185,374.1354358025234
5.487139967794637e+22,1539872312035.0308,-343428663472.5043,2312741354800.556,1683.7442197870675,6696.927836524221,30.160994615402462
4.1064940200842535e+24,2703599327683.712,-2799102998278.64,2277652145255.048,3924.8518393423283,3766.7264061164283,-364.6355192002257
6.839633976955627e+24,1517706897103.3374,-348073544116.7865,636130565171.4149,2054.7826434381946,8666.465882559414,-187.81161347096156
5.421141039549694e+24,1918588927812.5586,-803926720777.0817,2477907697464.611,2578.2638465176274,5882.28753986621,-117.66220648947468
1.3350908940822506e+24,-1633024140156.7732,-1558845731026.1323,3187059033398.663,3968.586218007736,-4288.666460387053,-549.7741042305098
1.62952531850106e+24,510579992527.14624,260708019710.23865,-1281672519638.1064,-3280.3744318631816,9159.991742209157,728.4519335794074
8.82665944337027e+23,322251546182.60266,-185974576300.67035,4214244935868.487,3438.884867598894,4442.85752348169,183.84393176908978
8.984634905005557e+24,-1273978607473.3208,1422664602928.8179,80929119829.55133,-6226.130471751444,-5574.847701969512,567.9083840983585
7.532856682482078e+24,2828631579025.719,-90039580280.33653,-1444785641807.612,233.75300081960188,6479.560098244777,-553.0705198616279
5.144045155509594e+24,-64213565303.86988,219984583167.46753,4915640562426.861,-5194.102884892401,-407.89583394734564,389.5005202493714
3.324463278253235e+24,-73423424247.0837,-602380674575.9706,1060593236740.5916,10103.194058900777,-2457.1773071812777,-1622.5159852093598
7.558907259361732e+24,62933092564.2439,36015879738.37227,3753096377162.6406,1835.40732275375,5671.384172639585,-317.02240835890274
7.994842558552217e+24,-80011428852.83244,-172354822180.16226,35008019026.42496,20161.25378930207,-11870.342705388543,-11600.206070380957
8.362018529414702e+24,-251679635434.41208,-71425700233.96605,-283114075162.7568,-2164.889224326709,-17247.635169583038,7023.212679936762
8.515153781722649e+24,432123493002.79376,-61109272513.86211,-2797150961376.151,1894.2713875901488,6604.227550068979,-354.8795484758297
5.614459680301677e+24,2485982666303.69,2108365987560.0596,3003992286666.208,-3520.1446891943924,4209.566896625353,-41.198690897674545
2.763976533600384e+24,1883973120247.9363,77057076686.23923,162406381254.39658,-340.93324212197837,8391.965039044548,282.63545889680404
9.563830986782019e+24,1699095136655.217,-1707654980595.6958,-863622268334.3748,5135.213162206593,5078.321941342156,33.986789323797964
5.572529848064634e+24,-713207494451.9603,550817334439.0419,-855565127507.5732,-6720.311984394625,-7868.4675254840295,650.8351934548367
1.8055645314215258e+24,-3432691051634.445,3219138259058.1606,-610734829114.9207,-3628.756281230903,-3868.2636703408916,-292.76752544621615
7.957778881518358e+23,-253278461873.53046,-1082369664018.342,3666481313002.3066,5683.4790373589085,-1595.3244749827716,75.95937144565316
8.061455586685188e+23,274365634173.97018,214484435588.07422,20678010924.33864,-12029.845187289326,15433.946582906932,593.0385935614082
6.001522472441358e+24,54190611978.42861,-797219521712.44,-1290237081951.485,9371.306388592742,-81.71145494230579,287.41611008320433
8.813801559089305e+24,517168983812.0597,-66693242782.62588,1042011611063.8204,2931.6032318314124,10290.178979557544,-98.04784012312426
5.3740265114368e+24,1460225626408.2712,1025644777382.0752,4234728275413.039,-2995.465318846633,4481.123861383602,98.91457156442942
2.550227247353568e+24,3358859867732.3916,518966189351.06824,-306286857602.67267,-954.3221168337656,6181.44566536275,-440.2659741253465
6.685864981872027e+24,-3686705411501.879,-2455672023224.1533,-1343640559125.4004,2972.778842549166,-4471.84542190513,136.1667944950023
1.7845583405215226e+24,-61602492857.55709,-662483870396.0667,1361073497695.4485,9211.80181173901,-1826.458439095164,178.91588212058207
6.287131078739429e+24,-466824111393.1985,-944862309386.0007,987569288839.5929,8456.438611450732,-4590.512963573356,407.4315569776792
6.800225833650226e+24,4300728999300.261,-633789534191.3496,-692904470276.9559,804.2967624051408,5447.490307905543,165.57566180218032
3.98839348773487e+24,739555185309.4677,-724509565218.3413,-542537484780.13324,7632.413472904363,7485.457739419731,-202.07947322297528
7.461041587578633e+24,245002040557.90646,-581145178279.6935,490360685021.4352,12166.01116702066,4148.040628153587,-1612.5179384564776
8.435263553780485e+24,363868258131.9736,-113618089813.60992,315045731692.5582,7336.784337243864,14500.38097805298,-1797.7570520857003
1.491426398405836e+24,124536196932.47278,413482813365.18756,4101275020094.915,-5217.51613204462,2268.378176334037,-2.642225183669215
8.603439367918852e+24,-2890719463186.0615,314526949419.23914,-703239590686.3124,-730.140120239464,-6641.051342304747,-528.6328117056273
8.175969229606714e+24,2665427291926.8506,578671229329.3229,2909992409388.199,-1169.3778166677887,5662.969234975843,-577.5499349958275
5.387180698046513e+24,-1223209935640.5955,-691848855799.3848,2604266996303.8545,3110.894851765284,-5954.891328635013,250.3188050893743
2.1909838236526285e+23,1668799013749.2944,1462130125265.603,1723681369501.5513,-4487.166135609871,5231.376114607669,-99.10424794743494
6.239562479024358e+24,1222546045586.077,2067166280075.372,-2165482458581.822,-5495.564905888652,3330.6674531042345,-202.35057981271737
